image,steer_rad,steer_norm
images/img_000159.png,0.279605,0.466008
images/img_000160.png,0.097492,0.162487
images/img_000161.png,0.033993,0.056656
images/img_000162.png,0.011853,0.019755
images/img_000163.png,0.004133,0.006888
images/img_000164.png,0.001441,0.002402
images/img_000165.png,0.000502,0.000837
images/img_000166.png,0.000175,0.000292
images/img_000167.png,0.000061,0.000102
images/img_000168.png,0.000021,0.000035
images/img_000169.png,0.000007,0.000012
images/img_000170.png,0.000003,0.000004
images/img_000171.png,0.000001,0.000002
images/img_000172.png,-0.159999,-0.266665
images/img_000173.png,-0.359999,-0.599999
images/img_000174.png,-0.172187,-0.286978
images/img_000175.png,-0.060038,-0.100063
images/img_000176.png,-0.065844,-0.109740
images/img_000177.png,-0.033258,-0.055430
images/img_000178.png,-0.011596,-0.019327
images/img_000179.png,-0.004043,-0.006739
images/img_000180.png,-0.001410,-0.002350
images/img_000181.png,-0.000492,-0.000819
images/img_000182.png,-0.000171,-0.000286
images/img_000183.png,-0.000060,-0.000100
images/img_000184.png,-0.000021,-0.000035
images/img_000185.png,-0.000007,-0.000012
images/img_000186.png,-0.000003,-0.000004
images/img_000187.png,-0.000001,-0.000001
images/img_000188.png,-0.000000,-0.000001
images/img_000189.png,-0.000000,-0.000000
images/img_000190.png,-0.000000,-0.000000
images/img_000191.png,-0.000000,-0.000000
images/img_000192.png,-0.000000,-0.000000
images/img_000193.png,-0.000000,-0.000000
images/img_000194.png,-0.000000,-0.000000
images/img_000195.png,-0.000000,-0.000000
images/img_000196.png,-0.000000,-0.000000
images/img_000197.png,-0.000000,-0.000000
images/img_000198.png,-0.000000,-0.000000
images/img_000199.png,-0.160000,-0.266667
images/img_000200.png,-0.360000,-0.600000
images/img_000201.png,-0.364500,-0.607500
images/img_000202.png,-0.127093,-0.211822
images/img_000203.png,-0.044315,-0.073858
images/img_000204.png,-0.015452,-0.025753
images/img_000205.png,-0.005388,-0.008979
images/img_000206.png,-0.001879,-0.003131
images/img_000207.png,-0.000655,-0.001092
images/img_000208.png,-0.000228,-0.000381
images/img_000209.png,-0.000080,-0.000133
images/img_000210.png,-0.000028,-0.000046
images/img_000211.png,-0.000010,-0.000016
images/img_000212.png,-0.000003,-0.000006
images/img_000213.png,-0.000001,-0.000002
images/img_000214.png,-0.000000,-0.000001
images/img_000215.png,-0.000000,-0.000000
images/img_000216.png,-0.000000,-0.000000
images/img_000217.png,-0.000000,-0.000000
images/img_000218.png,-0.000000,-0.000000
images/img_000219.png,-0.000000,-0.000000
images/img_000220.png,-0.000000,-0.000000
images/img_000221.png,-0.000000,-0.000000
images/img_000222.png,-0.000000,-0.000000
images/img_000223.png,-0.000000,-0.000000
images/img_000224.png,-0.000000,-0.000000
images/img_000225.png,-0.000000,-0.000000
images/img_000226.png,-0.000000,-0.000000
images/img_000227.png,-0.000000,-0.000000
images/img_000228.png,-0.000000,-0.000000
images/img_000229.png,-0.000000,-0.000000
images/img_000230.png,-0.000000,-0.000000
images/img_000231.png,-0.000000,-0.000000
images/img_000232.png,-0.000000,-0.000000
images/img_000233.png,-0.000000,-0.000000
images/img_000234.png,-0.000000,-0.000000
images/img_000235.png,-0.000000,-0.000000
images/img_000236.png,-0.000000,-0.000000
images/img_000237.png,-0.200000,-0.333333
images/img_000238.png,-0.400000,-0.666667
images/img_000239.png,-0.600000,-1.000000
images/img_000240.png,-0.209207,-0.348678
images/img_000241.png,-0.072946,-0.121577
images/img_000242.png,-0.025435,-0.042391
images/img_000243.png,-0.008869,-0.014781
images/img_000244.png,-0.003092,-0.005154
images/img_000245.png,-0.001078,-0.001797
images/img_000246.png,-0.000376,-0.000627
images/img_000247.png,-0.000131,-0.000218
images/img_000248.png,-0.000046,-0.000076
images/img_000249.png,-0.000016,-0.000027
images/img_000250.png,-0.000006,-0.000009
images/img_000251.png,-0.000002,-0.000003
images/img_000252.png,-0.000001,-0.000001
images/img_000253.png,-0.000000,-0.000000
images/img_000254.png,-0.000000,-0.000000
images/img_000255.png,-0.000000,-0.000000
images/img_000256.png,-0.000000,-0.000000
images/img_000257.png,-0.000000,-0.000000
images/img_000258.png,-0.000000,-0.000000
images/img_000259.png,-0.000000,-0.000000
images/img_000260.png,-0.000000,-0.000000
images/img_000261.png,-0.000000,-0.000000
images/img_000262.png,-0.000000,-0.000000
images/img_000263.png,-0.000000,-0.000000
images/img_000264.png,-0.000000,-0.000000
images/img_000265.png,-0.000000,-0.000000
images/img_000266.png,-0.000000,-0.000000
images/img_000267.png,-0.000000,-0.000000
images/img_000268.png,-0.000000,-0.000000
images/img_000269.png,-0.000000,-0.000000
images/img_000270.png,-0.000000,-0.000000
images/img_000271.png,-0.000000,-0.000000
images/img_000272.png,-0.000000,-0.000000
images/img_000273.png,-0.000000,-0.000000
images/img_000274.png,-0.000000,-0.000000
images/img_000275.png,-0.000000,-0.000000
images/img_000276.png,-0.000000,-0.000000
images/img_000277.png,-0.000000,-0.000000
images/img_000278.png,-0.000000,-0.000000
images/img_000279.png,-0.000000,-0.000000
images/img_000280.png,-0.000000,-0.000000
images/img_000281.png,-0.000000,-0.000000
images/img_000282.png,-0.000000,-0.000000
images/img_000283.png,-0.000000,-0.000000
images/img_000284.png,-0.000000,-0.000000
images/img_000285.png,-0.000000,-0.000000
images/img_000286.png,-0.000000,-0.000000
images/img_000287.png,-0.080000,-0.133333
images/img_000288.png,-0.280000,-0.466667
images/img_000289.png,-0.224386,-0.373977
images/img_000290.png,-0.078239,-0.130398
images/img_000291.png,-0.278239,-0.463731
images/img_000292.png,-0.478239,-0.797064
images/img_000293.png,-0.193028,-0.321713
images/img_000294.png,-0.067305,-0.112174
images/img_000295.png,-0.023468,-0.039113
images/img_000296.png,-0.008183,-0.013638
images/img_000297.png,-0.002853,-0.004755
images/img_000298.png,-0.000995,-0.001658
images/img_000299.png,-0.000347,-0.000578
images/img_000300.png,-0.000121,-0.000202
images/img_000301.png,-0.000042,-0.000070
images/img_000302.png,-0.000015,-0.000025
images/img_000303.png,-0.000005,-0.000009
images/img_000304.png,-0.000002,-0.000003
images/img_000305.png,-0.000001,-0.000001
images/img_000306.png,-0.000000,-0.000000
images/img_000307.png,-0.000000,-0.000000
images/img_000308.png,-0.000000,-0.000000
images/img_000309.png,-0.000000,-0.000000
images/img_000310.png,-0.000000,-0.000000
images/img_000311.png,-0.000000,-0.000000
images/img_000312.png,-0.000000,-0.000000
images/img_000313.png,-0.000000,-0.000000
images/img_000314.png,-0.000000,-0.000000
images/img_000315.png,-0.000000,-0.000000
images/img_000316.png,-0.000000,-0.000000
images/img_000317.png,-0.000000,-0.000000
images/img_000318.png,-0.000000,-0.000000
images/img_000319.png,-0.000000,-0.000000
images/img_000320.png,-0.000000,-0.000000
images/img_000321.png,-0.000000,-0.000000
images/img_000322.png,-0.000000,-0.000000
images/img_000323.png,-0.000000,-0.000000
images/img_000324.png,-0.000000,-0.000000
images/img_000325.png,-0.000000,-0.000000
images/img_000326.png,-0.000000,-0.000000
images/img_000327.png,-0.000000,-0.000000
images/img_000328.png,-0.000000,-0.000000
images/img_000329.png,-0.000000,-0.000000
images/img_000330.png,-0.000000,-0.000000
images/img_000331.png,-0.000000,-0.000000
images/img_000332.png,-0.000000,-0.000000
images/img_000333.png,-0.000000,-0.000000
images/img_000334.png,-0.000000,-0.000000
images/img_000335.png,-0.000000,-0.000000
images/img_000336.png,-0.000000,-0.000000
images/img_000337.png,-0.000000,-0.000000
images/img_000338.png,-0.000000,-0.000000
images/img_000339.png,-0.000000,-0.000000
images/img_000340.png,-0.000000,-0.000000
images/img_000341.png,-0.000000,-0.000000
images/img_000342.png,-0.000000,-0.000000
images/img_000343.png,-0.000000,-0.000000
images/img_000344.png,-0.000000,-0.000000
images/img_000345.png,-0.000000,-0.000000
images/img_000346.png,-0.000000,-0.000000
images/img_000347.png,-0.000000,-0.000000
images/img_000348.png,-0.000000,-0.000000
images/img_000349.png,-0.000000,-0.000000
images/img_000350.png,-0.000000,-0.000000
images/img_000351.png,-0.000000,-0.000000
images/img_000352.png,-0.180000,-0.300000
images/img_000353.png,-0.380000,-0.633333
images/img_000354.png,-0.580000,-0.966667
images/img_000355.png,-0.600000,-1.000000
images/img_000356.png,-0.600000,-1.000000
images/img_000357.png,-0.600000,-1.000000
images/img_000358.png,-0.209207,-0.348678
images/img_000359.png,-0.072946,-0.121577
images/img_000360.png,-0.025435,-0.042391
images/img_000361.png,-0.029854,-0.049757
images/img_000362.png,-0.229854,-0.383090
images/img_000363.png,-0.429854,-0.716423
images/img_000364.png,-0.600000,-1.000000
images/img_000365.png,-0.600000,-1.000000
images/img_000366.png,-0.600000,-1.000000
images/img_000367.png,-0.600000,-1.000000
images/img_000368.png,-0.600000,-1.000000
images/img_000369.png,-0.454294,-0.757157
images/img_000370.png,-0.600000,-1.000000
images/img_000371.png,-0.600000,-1.000000
images/img_000372.png,-0.286978,-0.478297
images/img_000373.png,-0.131181,-0.218635
images/img_000374.png,-0.331181,-0.551969
images/img_000375.png,-0.531181,-0.885302
images/img_000376.png,-0.600000,-1.000000
images/img_000377.png,-0.600000,-1.000000
images/img_000378.png,-0.600000,-1.000000
images/img_000379.png,-0.600000,-1.000000
images/img_000380.png,-0.600000,-1.000000
images/img_000381.png,-0.600000,-1.000000
images/img_000382.png,-0.600000,-1.000000
images/img_000383.png,-0.600000,-1.000000
images/img_000384.png,-0.600000,-1.000000
images/img_000385.png,-0.600000,-1.000000
images/img_000386.png,-0.600000,-1.000000
images/img_000387.png,-0.600000,-1.000000
images/img_000388.png,-0.600000,-1.000000
images/img_000389.png,-0.600000,-1.000000
images/img_000390.png,-0.600000,-1.000000
images/img_000391.png,-0.600000,-1.000000
images/img_000392.png,-0.600000,-1.000000
images/img_000393.png,-0.600000,-1.000000
images/img_000394.png,-0.386000,-0.643333
images/img_000395.png,-0.186000,-0.310000
images/img_000396.png,0.014000,0.023333
images/img_000397.png,0.214000,0.356667
images/img_000398.png,0.414000,0.690000
images/img_000399.png,0.600000,1.000000
images/img_000400.png,0.600000,1.000000
images/img_000401.png,0.600000,1.000000
images/img_000402.png,0.600000,1.000000
images/img_000403.png,0.600000,1.000000
images/img_000404.png,0.600000,1.000000
images/img_000405.png,0.600000,1.000000
images/img_000406.png,0.600000,1.000000
images/img_000407.png,0.354294,0.590490
images/img_000408.png,0.123535,0.205891
images/img_000409.png,-0.076465,-0.127442
images/img_000410.png,-0.276465,-0.460776
images/img_000411.png,-0.476465,-0.794109
images/img_000412.png,-0.222321,-0.370536
images/img_000413.png,-0.077519,-0.129198
images/img_000414.png,-0.027029,-0.045048
images/img_000415.png,-0.009424,-0.015707
images/img_000416.png,-0.003286,-0.005477
images/img_000417.png,-0.001146,-0.001910
images/img_000418.png,-0.000400,-0.000666
images/img_000419.png,-0.000139,-0.000232
images/img_000420.png,-0.000049,-0.000081
images/img_000421.png,-0.000017,-0.000028
images/img_000422.png,-0.000006,-0.000010
images/img_000423.png,-0.000002,-0.000003
images/img_000424.png,-0.000001,-0.000001
images/img_000425.png,-0.000000,-0.000000
images/img_000426.png,-0.000000,-0.000000
images/img_000427.png,-0.000000,-0.000000
images/img_000428.png,-0.000000,-0.000000
images/img_000429.png,-0.000000,-0.000000
images/img_000430.png,-0.000000,-0.000000
images/img_000431.png,-0.000000,-0.000000
images/img_000432.png,-0.000000,-0.000000
images/img_000433.png,-0.000000,-0.000000
images/img_000434.png,-0.000000,-0.000000
images/img_000435.png,-0.000000,-0.000000
images/img_000436.png,-0.000000,-0.000000
images/img_000437.png,-0.000000,-0.000000
images/img_000438.png,-0.000000,-0.000000
images/img_000439.png,-0.000000,-0.000000
images/img_000440.png,-0.000000,-0.000000
images/img_000441.png,-0.000000,-0.000000
images/img_000442.png,-0.000000,-0.000000
images/img_000443.png,-0.000000,-0.000000
images/img_000444.png,-0.000000,-0.000000
images/img_000445.png,-0.000000,-0.000000
images/img_000446.png,-0.000000,-0.000000
images/img_000447.png,-0.000000,-0.000000
images/img_000448.png,-0.000000,-0.000000
images/img_000449.png,-0.000000,-0.000000
images/img_000450.png,-0.000000,-0.000000
images/img_000451.png,-0.000000,-0.000000
images/img_000452.png,-0.200000,-0.333333
images/img_000453.png,-0.069736,-0.116226
images/img_000454.png,-0.024315,-0.040526
images/img_000455.png,-0.008478,-0.014130
images/img_000456.png,-0.002956,-0.004927
images/img_000457.png,-0.001031,-0.001718
images/img_000458.png,-0.000359,-0.000599
images/img_000459.png,-0.000125,-0.000209
images/img_000460.png,-0.000044,-0.000073
images/img_000461.png,-0.000015,-0.000025
images/img_000462.png,-0.000005,-0.000009
images/img_000463.png,-0.000002,-0.000003
images/img_000464.png,-0.000001,-0.000001
images/img_000465.png,-0.000000,-0.000000
images/img_000466.png,-0.000000,-0.000000
images/img_000467.png,-0.000000,-0.000000
images/img_000468.png,-0.000000,-0.000000
images/img_000469.png,-0.000000,-0.000000
images/img_000470.png,-0.000000,-0.000000
images/img_000471.png,-0.000000,-0.000000
images/img_000472.png,-0.000000,-0.000000
images/img_000473.png,-0.000000,-0.000000
images/img_000474.png,-0.000000,-0.000000
images/img_000475.png,-0.000000,-0.000000
images/img_000476.png,-0.000000,-0.000000
images/img_000477.png,-0.000000,-0.000000
images/img_000478.png,-0.000000,-0.000000
images/img_000479.png,-0.000000,-0.000000
images/img_000480.png,-0.000000,-0.000000
images/img_000481.png,0.020000,0.033333
images/img_000482.png,0.220000,0.366667
images/img_000483.png,0.420000,0.700000
images/img_000484.png,0.540000,0.900000
images/img_000485.png,0.188286,0.313811
images/img_000486.png,0.065651,0.109419
images/img_000487.png,0.022891,0.038152
images/img_000488.png,0.007982,0.013303
images/img_000489.png,0.002783,0.004638
images/img_000490.png,0.000970,0.001617
images/img_000491.png,0.000338,0.000564
images/img_000492.png,0.000118,0.000197
images/img_000493.png,0.000041,0.000069
images/img_000494.png,0.000014,0.000024
images/img_000495.png,0.000005,0.000008
images/img_000496.png,0.000002,0.000003
images/img_000497.png,0.000001,0.000001
images/img_000498.png,0.000000,0.000000
images/img_000499.png,-0.100000,-0.166666
images/img_000500.png,-0.300000,-0.500000
images/img_000501.png,-0.500000,-0.833333
images/img_000502.png,-0.393660,-0.656100
images/img_000503.png,-0.137261,-0.228768
images/img_000504.png,-0.047860,-0.079766
images/img_000505.png,-0.016688,-0.027813
images/img_000506.png,-0.005819,-0.009698
images/img_000507.png,-0.002029,-0.003381
images/img_000508.png,-0.000707,-0.001179
images/img_000509.png,-0.000247,-0.000411
images/img_000510.png,-0.000086,-0.000143
images/img_000511.png,-0.000030,-0.000050
images/img_000512.png,-0.000010,-0.000017
images/img_000513.png,-0.000004,-0.000006
images/img_000514.png,-0.000001,-0.000002
images/img_000515.png,-0.000000,-0.000001
images/img_000516.png,-0.000000,-0.000000
images/img_000517.png,-0.000000,-0.000000
images/img_000518.png,-0.000000,-0.000000
images/img_000519.png,-0.000000,-0.000000
images/img_000520.png,-0.000000,-0.000000
images/img_000521.png,-0.000000,-0.000000
images/img_000522.png,-0.000000,-0.000000
images/img_000523.png,-0.000000,-0.000000
images/img_000524.png,-0.000000,-0.000000
images/img_000525.png,-0.000000,-0.000000
images/img_000526.png,-0.000000,-0.000000
images/img_000527.png,-0.000000,-0.000000
images/img_000528.png,-0.000000,-0.000000
images/img_000529.png,-0.000000,-0.000000
images/img_000530.png,-0.000000,-0.000000
images/img_000531.png,-0.000000,-0.000000
images/img_000532.png,-0.000000,-0.000000
images/img_000533.png,-0.000000,-0.000000
images/img_000534.png,-0.000000,-0.000000
images/img_000535.png,-0.000000,-0.000000
images/img_000536.png,-0.000000,-0.000000
images/img_000537.png,-0.100000,-0.166667
images/img_000538.png,-0.300000,-0.500000
images/img_000539.png,-0.500000,-0.833333
images/img_000540.png,-0.600000,-1.000000
images/img_000541.png,-0.600000,-1.000000
images/img_000542.png,-0.540000,-0.900000
images/img_000543.png,-0.188286,-0.313811
images/img_000544.png,-0.065651,-0.109419
images/img_000545.png,-0.022891,-0.038152
images/img_000546.png,-0.007982,-0.013303
images/img_000547.png,0.192018,0.320031
images/img_000548.png,0.392018,0.653364
images/img_000549.png,0.447135,0.745225
images/img_000550.png,0.155906,0.259844
images/img_000551.png,0.054361,0.090602
images/img_000552.png,0.018955,0.031591
images/img_000553.png,0.006609,0.011015
images/img_000554.png,0.002304,0.003841
images/img_000555.png,0.000804,0.001339
images/img_000556.png,0.000280,0.000467
images/img_000557.png,0.000098,0.000163
images/img_000558.png,0.000034,0.000057
images/img_000559.png,0.000012,0.000020
images/img_000560.png,0.000004,0.000007
images/img_000561.png,0.000001,0.000002
images/img_000562.png,0.000001,0.000001
images/img_000563.png,0.000000,0.000000
images/img_000564.png,0.000000,0.000000
images/img_000565.png,0.000000,0.000000
images/img_000566.png,0.000000,0.000000
images/img_000567.png,0.000000,0.000000
images/img_000568.png,0.000000,0.000000
images/img_000569.png,0.000000,0.000000
images/img_000570.png,0.000000,0.000000
images/img_000571.png,0.000000,0.000000
images/img_000572.png,0.000000,0.000000
images/img_000573.png,0.000000,0.000000
images/img_000574.png,0.000000,0.000000
images/img_000575.png,0.000000,0.000000
images/img_000576.png,0.000000,0.000000
images/img_000577.png,0.000000,0.000000
images/img_000578.png,0.000000,0.000000
images/img_000579.png,0.000000,0.000000
images/img_000580.png,0.000000,0.000000
images/img_000581.png,0.000000,0.000000
images/img_000582.png,0.000000,0.000000
images/img_000583.png,0.000000,0.000000
images/img_000584.png,0.000000,0.000000
images/img_000585.png,0.000000,0.000000
images/img_000586.png,0.000000,0.000000
images/img_000587.png,0.000000,0.000000
images/img_000588.png,0.000000,0.000000
images/img_000589.png,0.000000,0.000000
images/img_000590.png,0.000000,0.000000
images/img_000591.png,0.000000,0.000000
images/img_000592.png,0.000000,0.000000
images/img_000593.png,-0.120000,-0.200000
images/img_000594.png,-0.320000,-0.533333
images/img_000595.png,-0.450000,-0.750000
images/img_000596.png,-0.156905,-0.261509
images/img_000597.png,-0.054709,-0.091182
images/img_000598.png,-0.019076,-0.031793
images/img_000599.png,-0.006651,-0.011086
images/img_000600.png,-0.002319,-0.003865
images/img_000601.png,-0.000809,-0.001348
images/img_000602.png,-0.000282,-0.000470
images/img_000603.png,-0.000098,-0.000164
images/img_000604.png,-0.000034,-0.000057
images/img_000605.png,-0.000012,-0.000020
images/img_000606.png,-0.000004,-0.000007
images/img_000607.png,-0.000001,-0.000002
images/img_000608.png,-0.000001,-0.000001
images/img_000609.png,-0.000000,-0.000000
images/img_000610.png,-0.000000,-0.000000
images/img_000611.png,-0.000000,-0.000000
images/img_000612.png,-0.000000,-0.000000
images/img_000613.png,-0.000000,-0.000000
images/img_000614.png,-0.000000,-0.000000
images/img_000615.png,-0.000000,-0.000000
images/img_000616.png,-0.000000,-0.000000
images/img_000617.png,-0.000000,-0.000000
images/img_000618.png,-0.000000,-0.000000
images/img_000619.png,-0.000000,-0.000000
images/img_000620.png,-0.000000,-0.000000
images/img_000621.png,-0.060000,-0.100000
images/img_000622.png,-0.260000,-0.433333
images/img_000623.png,-0.460000,-0.766667
images/img_000624.png,-0.600000,-1.000000
images/img_000625.png,-0.209207,-0.348678
images/img_000626.png,-0.072946,-0.121577
images/img_000627.png,-0.025435,-0.042391
images/img_000628.png,-0.008869,-0.014781
images/img_000629.png,-0.003092,-0.005154
images/img_000630.png,-0.001078,-0.001797
images/img_000631.png,-0.000376,-0.000627
images/img_000632.png,-0.000131,-0.000218
images/img_000633.png,-0.000046,-0.000076
images/img_000634.png,-0.000016,-0.000027
images/img_000635.png,-0.000006,-0.000009
images/img_000636.png,-0.000002,-0.000003
images/img_000637.png,-0.000001,-0.000001
images/img_000638.png,-0.000000,-0.000000
images/img_000639.png,-0.000000,-0.000000
images/img_000640.png,-0.000000,-0.000000
images/img_000641.png,-0.000000,-0.000000
images/img_000642.png,-0.000000,-0.000000
images/img_000643.png,-0.000000,-0.000000
images/img_000644.png,-0.000000,-0.000000
images/img_000645.png,-0.000000,-0.000000
images/img_000646.png,-0.000000,-0.000000
images/img_000647.png,-0.200000,-0.333333
images/img_000648.png,-0.342000,-0.570000
images/img_000649.png,-0.119248,-0.198747
images/img_000650.png,-0.041579,-0.069299
images/img_000651.png,-0.014498,-0.024163
images/img_000652.png,-0.005055,-0.008425
images/img_000653.png,-0.001763,-0.002938
images/img_000654.png,-0.201763,-0.336271
images/img_000655.png,-0.249145,-0.415242
images/img_000656.png,-0.086871,-0.144786
images/img_000657.png,-0.030290,-0.050484
images/img_000658.png,-0.010562,-0.017603
images/img_000659.png,-0.003683,-0.006138
images/img_000660.png,-0.001284,-0.002140
images/img_000661.png,-0.000448,-0.000746
images/img_000662.png,-0.000156,-0.000260
images/img_000663.png,-0.000054,-0.000091
images/img_000664.png,0.159956,0.266593
images/img_000665.png,0.359956,0.599927
images/img_000666.png,0.364468,0.607446
images/img_000667.png,0.127082,0.211803
images/img_000668.png,0.044311,0.073851
images/img_000669.png,0.015450,0.025750
images/img_000670.png,0.005387,0.008979
images/img_000671.png,0.001878,0.003131
images/img_000672.png,0.000655,0.001092
images/img_000673.png,-0.039718,-0.066197
images/img_000674.png,-0.239718,-0.399530
images/img_000675.png,-0.439718,-0.732863
images/img_000676.png,-0.318698,-0.531164
images/img_000677.png,-0.111123,-0.185205
images/img_000678.png,-0.038746,-0.064577
images/img_000679.png,-0.013510,-0.022517
images/img_000680.png,-0.004711,-0.007851
images/img_000681.png,-0.001642,-0.002737
images/img_000682.png,-0.000573,-0.000955
images/img_000683.png,-0.000200,-0.000333
images/img_000684.png,-0.000070,-0.000116
images/img_000685.png,-0.000024,-0.000040
images/img_000686.png,-0.000008,-0.000014
images/img_000687.png,-0.000003,-0.000005
